"","Unique_ID","sample_name","coral_tag","host_phylum","host_class","host_order","host_family","host_genus","host_species","Site","windward_leeward","Disturbance","Disturbance_cat","Species","expedition","tube_number","fastq_file_name","notes","fastq_fwd_file_name","fastq_rev_file_name","Sequencing_run","Sequence_count","X","ASV2","ASV4","ASV6","ASV7","ASV9","ASV10","ASV14","ASV15","ASV16","ASV17","ASV19","ASV22","ASV25","ASV26","ASV27","ASV28","ASV32","ASV39","ASV41","ASV42","ASV44","ASV45","ASV46","ASV49","ASV56","ASV59","ASV60","ASV67","ASV69","ASV70","ASV76","ASV77","ASV79","ASV80","ASV81","ASV82","ASV89","ASV90","ASV91","ASV93","ASV94","ASV97","ASV106","ASV110","ASV115","ASV116","ASV126","ASV127","ASV132","ASV138","ASV140","ASV141","ASV142","ASV143","ASV145","ASV153","ASV156","ASV165","ASV166","ASV174","ASV196","ASV205","ASV206","ASV216","ASV218","ASV224","ASV225","ASV242","ASV253","ASV260","ASV263","ASV271","ASV272","ASV275","ASV305","ASV308","ASV312","ASV318","ASV322","ASV324","ASV332","ASV346","ASV361","ASV371","ASV384","ASV385","ASV414","ASV416","ASV417","ASV422","ASV438","ASV439","ASV448","ASV450","ASV462","ASV465","ASV471","ASV481","ASV495","ASV501","ASV515","ASV516","ASV517","ASV533","ASV549","ASV552","ASV556","ASV557","ASV580","ASV582","ASV601","ASV634","ASV655","ASV672","ASV680","ASV689","ASV693","ASV712","ASV713","ASV721","ASV728","ASV741","ASV748","ASV756","ASV778","ASV796","ASV806","ASV827","ASV830","ASV860","ASV875","ASV884","ASV899","ASV948","ASV949","ASV965","ASV969","ASV986","ASV1033","ASV1051","ASV1107","ASV1145","ASV1157","ASV1162","ASV1166","ASV1187","ASV1207","ASV1226","ASV1243","ASV1254","ASV1272","ASV1294","ASV1304","ASV1362","ASV1396","ASV1442","ASV1462","ASV1473","ASV1486","ASV1503","ASV1518","ASV1533","ASV1537","ASV1567","ASV1592","ASV1596","ASV1623","ASV1628","ASV1669","ASV1674","ASV1695","ASV1712","ASV1715","ASV1732","ASV1752","ASV1757","ASV1760","ASV1780","ASV1810","ASV1916","ASV1918","ASV1923","ASV1952","ASV1971","ASV1975","ASV2000","ASV2012","ASV2030","ASV2079","ASV2085","ASV2095","ASV2340","ASV2349","ASV2369","ASV2444","ASV2484","ASV2557","ASV2567","ASV2720","ASV2739","ASV2743","ASV2783","ASV2974","ASV3149","ASV3227","ASV3319","ASV3336"
"c-031_S31_L001","76_2015b","578_1073_2015b","578_1073","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","15","windward",0,"Very Low","Porites lobata","2015b","76","c-031_S31_L001_R1_001.fastq",NA,"c-031_S31_L001_R1_001.fastq","c-031_S31_L001_R2_001.fastq.gz","run3",902,"",0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-032_S32_L001","79_2015b","580_2015b","580b","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","15","windward",0,"Very Low","Porites lobata","2015b","79","c-032_S32_L001_R1_001.fastq",NA,"c-032_S32_L001_R1_001.fastq","c-032_S32_L001_R2_001.fastq.gz","run3",1382,"",0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-034_S34_L001","86_2015b","591_2015b","591","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","15","windward",0,"Very Low","Porites lobata","2015b","86","c-034_S34_L001_R1_001.fastq",NA,"c-034_S34_L001_R1_001.fastq","c-034_S34_L001_R2_001.fastq.gz","run3",15404,"",0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-038_S38_L001","195_2015b","499_2015b","499","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","32","leeward",4860.745702,"Very High","Porites lobata","2015b","195","c-038_S38_L001_R1_001.fastq",NA,"c-038_S38_L001_R1_001.fastq","c-038_S38_L001_R2_001.fastq.gz","run3",25853,"",36,0,0,0,0,0,0,0,0,0,251,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-040_S40_L001","223_2015b","746_1058_2015b","746_1058","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","32","leeward",4860.745702,"Very High","Porites lobata","2015b","223","c-040_S40_L001_R1_001.fastq",NA,"c-040_S40_L001_R1_001.fastq","c-040_S40_L001_R2_001.fastq.gz","run3",16142,"",0,429,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-043_S43_L001","286_2015b","790_2015b","790","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2015b","286","c-043_S43_L001_R1_001.fastq",NA,"c-043_S43_L001_R1_001.fastq","c-043_S43_L001_R2_001.fastq.gz","run3",38181,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-044_S44_L001","290_2015b","794_946_2015b","794_946","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2015b","290","c-044_S44_L001_R1_001.fastq",NA,"c-044_S44_L001_R1_001.fastq","c-044_S44_L001_R2_001.fastq.gz","run3",16402,"",0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-046_S46_L001","312_2015b","816_2015b","816","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2015b","312","c-046_S46_L001_R1_001.fastq",NA,"c-046_S46_L001_R1_001.fastq","c-046_S46_L001_R2_001.fastq.gz","run3",20014,"",0,371,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-047_S47_L001","314_2015b","818_2015b","818_1350","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2015b","314","c-047_S47_L001_R1_001.fastq",NA,"c-047_S47_L001_R1_001.fastq","c-047_S47_L001_R2_001.fastq.gz","run3",16441,"",0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-048_S48_L001","317_2015b","821_2015b","821","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2015b","317","c-048_S48_L001_R1_001.fastq",NA,"c-048_S48_L001_R1_001.fastq","c-048_S48_L001_R2_001.fastq.gz","run3",16929,"",0,1969,0,0,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-049_S49_L001","323_2015b","827_2015b","827","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2015b","323","c-049_S49_L001_R1_001.fastq",NA,"c-049_S49_L001_R1_001.fastq","c-049_S49_L001_R2_001.fastq.gz","run3",13273,"",0,0,0,0,0,0,0,0,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-050_S50_L001","327_2015b","831_2015b","831","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2015b","327","c-050_S50_L001_R1_001.fastq",NA,"c-050_S50_L001_R1_001.fastq","c-050_S50_L001_R2_001.fastq.gz","run3",37660,"",16818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-051_S51_L001","330_2015b","834_947_2015b","834_947_1437","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2015b","330","c-051_S51_L001_R1_001.fastq",NA,"c-051_S51_L001_R1_001.fastq","c-051_S51_L001_R2_001.fastq.gz","run3",7799,"",0,3589,0,0,0,5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-052_S52_L001","335_2015b","839_2015b","839","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2015b","335","c-052_S52_L001_R1_001.fastq",NA,"c-052_S52_L001_R1_001.fastq","c-052_S52_L001_R2_001.fastq.gz","run3",29277,"",0,0,0,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-053_S53_L001","349_2015b","853_2015b","853","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","34","leeward",1212.82819,"Medium","Porites lobata","2015b","349","c-053_S53_L001_R1_001.fastq",NA,"c-053_S53_L001_R1_001.fastq","c-053_S53_L001_R2_001.fastq.gz","run3",10081,"",2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-055_S55_L001","1_2015c","1_2015c","1_1425","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","35","leeward",1212.82819,"Medium","Porites lobata","2015c","1","c-055_S55_L001_R1_001.fastq",NA,"c-055_S55_L001_R1_001.fastq","c-055_S55_L001_R2_001.fastq.gz","run3",4859,"",0,0,0,0,0,0,8397,0,0,0,0,0,0,0,0,0,0,3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-056_S56_L001","5_2015c","5_2015c","5","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","35","leeward",1212.82819,"Medium","Porites lobata","2015c","5","c-056_S56_L001_R1_001.fastq",NA,"c-056_S56_L001_R1_001.fastq","c-056_S56_L001_R2_001.fastq.gz","run3",17220,"",0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-057_S57_L001","12_2015c","15_2015c","15","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","35","leeward",1212.82819,"Medium","Porites lobata","2015c","12","c-057_S57_L001_R1_001.fastq",NA,"c-057_S57_L001_R1_001.fastq","c-057_S57_L001_R2_001.fastq.gz","run3",17893,"",0,4051,0,0,0,4747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-059_S59_L001","79_2015c","723_2015c","723","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","27","leeward",7275.908365,"Very High","Porites lobata","2015c","79","c-059_S59_L001_R1_001.fastq",NA,"c-059_S59_L001_R1_001.fastq","c-059_S59_L001_R2_001.fastq.gz","run3",6061,"",19,0,0,0,0,0,0,0,0,0,2320,0,0,0,0,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-060_S60_L001","84_2015c","451_871_2015c","451_871","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","27","leeward",7275.908365,"Very High","Porites lobata","2015c","84","c-060_S60_L001_R1_001.fastq",NA,"c-060_S60_L001_R1_001.fastq","c-060_S60_L001_R2_001.fastq.gz","run3",4648,"",0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-061_S61_L001","87_2015c","46_2015c","46","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","27","leeward",7275.908365,"Very High","Porites lobata","2015c","87","c-061_S61_L001_R1_001.fastq",NA,"c-061_S61_L001_R1_001.fastq","c-061_S61_L001_R2_001.fastq.gz","run3",4728,"",0,11967,0,0,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c-062_S62_L001","97_2015c","578_1073_2015c","578_1073","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","15","windward",0,"Very Low","Porites lobata","2015c","97","c-062_S62_L001_R1_001.fastq",NA,"c-062_S62_L001_R1_001.fastq","c-062_S62_L001_R2_001.fastq.gz","run3",1807,"",0,0,0,12520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
